Year,Country Name,"Current account balance, US Dollar","Current account balance, Percent of GDP","Revenue, General government, Domestic currency","Revenue, General government, Percent of GDP","Expenditure, General government, Domestic currency","Net lending (+) / net borrowing (-), General government, Domestic currency","Net lending (+) / net borrowing (-), General government, Percent of GDP","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Gross debt, General government, Domestic currency","Gross debt, General government, Percent of GDP","Expenditure, General government, Percent of GDP","Population, Number",Unemployment rate,"Gross domestic product (GDP), Current prices, Domestic currency","Gross domestic product (GDP), Current prices, US Dollar","Gross domestic product (GDP), Current prices, Per capita, US Dollar","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number","Gross domestic product (GDP), Deflator, Index","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Gross domestic product (GDP), Constant prices, Domestic currency","Gross domestic product (GDP), Constant prices, Percent change, Domestic currency","Gross national savings, Percent of GDP","All items, Consumer price index (CPI), Period average","All items, Consumer price index (CPI), End-of-period (EoP)","All items, Consumer price index (CPI), Percent change, end-of-period (EoP)","All items, Consumer price index (CPI), Percent change, period average","Domestic currency per international dollar in PPP terms, Domestic currency","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP","Gross capital formation, Percent of GDP","Imports of goods, Volume, Percent change","Imports of goods and services, Volume, Percent change","Exports of goods, Volume, Percent change","Exports of goods and services, Volume, Percent change"
2024,sweden,40.39,6.632,3018.403,47.035,3093.591,-75.188,-1.172,-53.323,-0.831,2336.453,36.408,48.207,10.645,8.508,6417.337,609.039,57212.541,602838.458,588239.423,63123.243,102.482,6417.337,6261.927,0.901,31.965,129.04,129.163,1.6,2.05,8.404,763.589,71730.789,0.392,25.333,1.5,0.709,2.8,2.287
2015,seychelles,-0.256,-17.888,6.276,32.909,6.011,0.265,1.389,0.829,4.345,12.315,64.574,31.52,0.093,2.684,19.071,1.432,15375.608,204747.488,206819.548,27112.187,98.998,19.071,19.264,8.913,15.709,104.043,103.33,3.167,4.043,7.994,2.386,25614.208,0.002,33.604,4.072,9.364,14.848,30.124
2016,seychelles,-0.294,-18.739,7.205,34.49,7.202,0.004,0.018,0.711,3.404,13.129,62.844,34.473,0.094,2.684,20.891,1.568,16721.449,222728.029,230270.994,30186.461,96.724,20.891,21.599,12.118,11.03,102.985,103.087,-0.236,-1.016,7.736,2.7,28789.615,0.002,29.77,9.531,7.508,-11.195,-9.362
2017,seychelles,-0.271,-16.191,7.446,32.566,7.832,-0.386,-1.686,0.241,1.053,12.954,56.653,34.252,0.094,3.0,22.865,1.675,17738.31,242079.147,244577.755,32061.949,98.978,22.865,23.101,6.957,13.635,105.928,106.692,3.498,2.858,7.777,2.94,31125.941,0.002,29.826,9.14,6.397,12.65,5.807
2018,seychelles,-0.042,-2.361,7.997,32.219,8.196,-0.199,-0.802,0.485,1.954,12.723,51.258,33.021,0.095,3.0,24.822,1.777,18602.985,259922.963,253844.272,33276.706,102.395,24.822,24.242,4.937,26.007,109.85,110.3,3.382,3.702,7.994,3.105,32516.479,0.002,28.368,-3.441,13.689,-7.872,24.738
2019,seychelles,-0.052,-2.76,8.435,32.167,8.324,0.111,0.423,0.654,2.493,12.811,48.854,31.744,0.096,3.0,26.224,1.867,19366.719,272006.919,265306.321,34779.278,102.526,26.224,25.578,5.513,24.157,111.835,112.166,1.692,1.807,7.85,3.341,34650.822,0.002,26.918,-4.253,0.302,-7.705,6.285
2020,seychelles,-0.17,-12.28,7.542,30.966,11.377,-3.835,-15.746,-3.212,-13.187,18.844,77.371,46.712,0.097,3.0,24.356,1.384,14235.574,250546.106,232225.256,30442.647,107.889,24.356,22.575,-11.741,9.461,113.18,116.411,3.784,1.203,7.965,3.058,31455.715,0.002,21.741,-18.556,-28.25,18.195,-28.208
2021,seychelles,-0.13,-8.737,8.322,33.072,9.771,-1.448,-5.755,-0.732,-2.909,17.929,71.248,38.828,0.098,3.0,25.164,1.49,15195.623,256654.075,231523.109,30350.602,110.855,25.164,22.7,0.554,16.773,124.238,125.553,7.854,9.77,8.456,2.976,30350.602,0.002,25.511,-1.901,9.075,-15.594,9.378
2022,seychelles,-0.152,-7.38,8.798,29.953,9.016,-0.218,-0.743,0.365,1.243,17.287,58.852,30.696,0.099,3.0,29.373,2.058,20804.533,296938.816,263851.261,34588.532,112.54,29.373,26.1,14.978,15.641,127.5,128.724,2.525,2.625,8.014,3.665,37054.485,0.002,23.021,9.473,9.191,-13.612,1.557
2023,seychelles,-0.155,-7.234,9.726,32.403,10.077,-0.351,-1.169,0.502,1.673,16.955,56.485,33.573,0.1,3.0,30.016,2.141,21455.112,300760.102,269768.861,35364.276,111.488,30.016,26.923,3.153,17.546,126.18,125.24,-2.707,-1.035,7.663,3.917,39248.893,0.002,24.779,15.091,10.641,-2.874,6.625
2024,seychelles,-0.217,-10.128,10.554,33.853,10.982,-0.428,-1.374,0.315,1.009,18.195,58.362,35.227,0.101,3.0,31.177,2.144,21289.801,309632.54,275750.787,36148.453,112.287,31.177,27.765,3.128,15.003,127.219,127.005,1.409,0.824,7.538,4.136,41077.691,0.002,25.131,0.917,-0.188,16.623,-4.712
2015,thailand,27.753,6.918,3052.629,22.464,3029.167,23.462,0.173,160.205,1.179,5783.323,42.559,22.291,68.715,0.9,13743.48,401.183,5838.399,200008.385,138564.981,19314.379,144.343,13589.05,9521.426,3.134,29.273,97.418,96.9,-0.859,-0.899,12.169,1129.36,16435.534,1.004,22.356,-0.683,0.004,-1.845,1.25
2016,thailand,43.438,10.505,3122.944,21.77,3065.794,57.15,0.398,179.383,1.25,5988.387,41.745,21.372,68.971,1.0,14590.337,413.479,5994.949,211542.109,142791.279,19903.477,148.148,14345.024,9848.502,3.435,31.611,97.601,97.99,1.125,0.188,12.373,1179.255,17097.763,1.007,21.105,-2.476,-0.992,0.402,2.696
2017,thailand,43.952,9.631,3216.367,21.097,3277.129,-60.762,-0.399,82.851,0.543,6369.331,41.778,21.495,69.21,1.2,15488.664,456.336,6593.517,223792.876,148244.013,20663.526,150.963,15245.782,10259.941,4.178,32.566,98.25,98.75,0.776,0.665,12.386,1250.522,18068.566,1.011,22.934,7.368,6.227,5.638,5.181
2018,thailand,28.479,5.622,3471.68,21.473,3443.27,28.41,0.176,193.455,1.197,6780.953,41.941,21.297,69.428,1.1,16373.343,506.553,7296.037,235830.442,154017.616,21468.3,153.119,16167.922,10693.205,4.223,30.842,99.297,99.1,0.354,1.065,12.153,1347.311,19405.742,1.024,25.22,7.65,8.274,3.925,3.351
2019,thailand,38.256,7.034,3526.506,20.981,3455.679,70.827,0.421,241.633,1.438,6901.802,41.063,20.56,69.626,1.0,16889.174,543.879,7811.477,242571.391,156829.126,21860.193,154.672,16807.808,10919.319,2.115,30.849,99.998,99.97,0.878,0.706,11.829,1427.827,20507.22,1.024,23.815,-5.821,-5.167,-3.667,-2.954
2020,thailand,20.933,4.183,3243.013,20.421,3951.688,-708.674,-4.463,-554.898,-3.494,7848.156,49.42,24.884,69.8,1.7,15661.291,500.501,7170.503,224373.867,146972.768,20486.329,152.664,15880.623,10258.696,-6.05,27.938,99.151,99.7,-0.27,-0.847,11.407,1372.919,19669.331,0.987,23.755,-10.467,-13.911,-5.814,-19.681
2021,thailand,-10.723,-2.118,3204.657,20.021,4284.399,-1079.742,-6.746,-877.814,-5.484,9337.543,58.337,26.767,69.951,1.9,16188.611,506.27,7237.504,231428.387,148931.798,20759.395,155.392,16006.199,10417.905,1.552,26.508,100.372,101.86,2.166,1.231,11.148,1452.137,20759.395,0.934,28.626,17.914,17.771,15.472,11.089
2022,thailand,-17.162,-3.463,3437.845,20.056,4202.391,-764.547,-4.46,-538.462,-3.141,10373.938,60.522,24.517,70.078,1.3,17378.015,495.622,7072.418,247980.335,152395.014,21242.128,162.722,17140.905,10679.568,2.512,24.366,106.472,107.86,5.89,6.077,10.897,1594.739,22756.563,0.926,27.829,1.209,3.61,1.201,6.142
2023,thailand,7.412,1.44,3723.677,20.887,4075.69,-352.012,-1.975,-144.185,-0.809,11131.634,62.44,22.861,70.183,1.0,17922.038,514.836,7335.637,255362.148,155017.647,21607.693,164.731,17827.842,10879.577,1.873,23.976,107.779,106.96,-0.834,1.228,10.648,1683.069,23981.207,0.913,22.536,-4.086,-2.269,-2.701,2.149
2024,thailand,9.399,1.777,3844.637,20.891,4291.769,-447.132,-2.43,-214.637,-1.166,11964.259,65.011,23.321,70.266,1.1,18312.914,528.919,7527.382,260622.449,159169.462,22186.409,163.739,18403.362,11184.212,2.8,23.757,108.355,108.114,1.079,0.535,10.337,1771.532,25211.769,0.91,21.98,3.8,4.165,1.603,4.465
2015,tunisia,-4.186,-9.144,20.202,22.496,24.646,-4.444,-4.949,-2.8,-3.117,47.057,52.401,27.444,11.274,15.39,89.802,45.779,4060.695,7965.663,7965.663,12877.126,100.0,89.802,89.802,0.968,12.595,100.0,101.74,3.819,4.437,0.725,123.787,10980.21,0.11,21.739,-2.569,-2.564,-2.818,-2.818
2016,tunisia,-4.307,-9.708,20.338,21.344,25.931,-5.592,-5.869,-3.606,-3.784,56.132,58.908,27.213,11.403,15.544,95.287,44.36,3890.127,8356.123,7963.14,12873.047,104.935,95.287,90.806,1.117,10.767,103.629,106.03,4.217,3.629,0.754,126.36,11081.035,0.108,20.475,5.21,5.155,2.021,2.021
2017,tunisia,-4.08,-9.676,23.582,23.117,29.303,-5.72,-5.607,-3.461,-3.393,68.448,67.099,28.725,11.532,15.513,102.012,42.167,3656.508,8845.855,8051.509,13015.902,109.866,102.012,92.851,2.252,11.619,109.131,112.554,6.154,5.309,0.776,131.52,11404.656,0.106,21.295,3.368,3.422,3.209,3.209
2018,tunisia,-4.61,-10.799,27.59,24.419,32.41,-4.819,-4.265,-2.017,-1.785,82.376,72.908,28.685,11.659,15.53,112.985,42.687,3661.194,9690.693,8171.385,13209.692,118.593,112.985,95.272,2.607,12.164,117.106,120.988,7.493,7.308,0.811,139.32,11949.406,0.106,22.964,-26.697,-25.222,-57.613,-57.613
2019,tunisia,-3.388,-8.085,31.885,25.929,36.315,-4.431,-3.603,-1.239,-1.008,82.754,67.297,29.532,11.783,14.889,122.969,41.905,3556.377,10436.01,8210.752,13273.332,127.102,122.969,96.749,1.55,11.719,124.977,128.342,6.078,6.722,0.829,148.377,12592.25,0.106,19.803,-9.138,-9.096,-8.863,-8.863
2020,tunisia,-2.536,-5.968,30.444,25.475,41.268,-10.824,-9.057,-7.089,-5.932,92.864,77.708,34.533,11.903,17.4,119.504,42.494,3569.972,10039.713,7398.475,11960.222,135.7,119.504,88.065,-8.975,6.777,132.02,134.607,4.881,5.635,0.837,142.71,11989.274,0.103,12.744,-15.266,-15.199,-6.5,-6.5
2021,tunisia,-2.795,-5.97,33.497,25.606,43.436,-9.938,-7.597,-6.244,-4.773,104.297,79.728,33.204,12.019,16.2,130.816,46.813,3895.114,10884.507,7674.454,12406.364,141.828,130.816,92.236,4.736,9.254,139.554,143.499,6.606,5.707,0.877,149.106,12406.364,0.096,15.223,10.761,10.503,15.899,15.899
2022,tunisia,-4.012,-8.996,40.948,29.583,50.51,-9.562,-6.908,-4.9,-3.54,114.791,82.932,36.491,12.129,15.2,138.416,44.596,3676.784,11411.879,7807.835,12621.985,146.159,138.416,94.702,2.674,5.245,151.148,157.976,10.089,8.308,0.844,164.008,13521.856,0.095,14.241,16.492,16.226,24.639,24.639
2023,tunisia,-1.306,-2.691,43.231,28.672,53.562,-10.331,-6.852,-4.511,-2.992,124.165,82.35,35.524,12.235,16.4,150.777,48.541,3967.481,12323.658,7743.435,12517.877,159.15,150.777,94.739,0.039,9.587,165.24,170.795,8.114,9.323,0.887,169.976,13892.913,0.092,12.278,2.093,2.299,4.18,4.18
2015,"türkiye, republic of",-21.355,-2.463,751.28,31.957,763.326,-12.046,-0.512,31.242,1.329,638.577,27.163,32.469,78.741,10.3,2350.941,867.054,11011.472,29856.636,19502.003,25819.808,153.095,2350.941,1535.607,6.084,25.218,260.585,269.54,8.808,7.671,1.185,1983.8,25193.996,1.764,28.199,3.093,0.662,3.306,3.239
2016,"türkiye, republic of",-22.168,-2.55,843.688,32.121,887.783,-44.094,-1.679,-7.513,-0.286,728.782,27.747,33.8,79.815,10.9,2626.56,869.204,10890.235,32908.096,19878.93,26318.842,165.543,2626.56,1586.637,3.323,24.981,280.846,292.54,8.533,7.775,1.269,2069.201,25924.961,1.767,28.02,2.5,2.996,3.3,-1.742
2017,"türkiye, republic of",-35.143,-4.091,963.074,30.733,1021.917,-58.843,-1.878,-17.286,-0.552,870.451,27.777,32.611,80.811,10.9,3133.704,859.02,10629.988,38778.189,21106.857,27944.565,183.723,3133.704,1705.666,7.502,26.057,312.144,327.41,11.92,11.144,1.384,2264.269,28019.32,1.83,30.694,10.049,10.635,8.519,12.409
2018,"türkiye, republic of",-14.604,-1.831,1171.961,31.16,1289.845,-117.885,-3.134,-64.095,-1.704,1123.067,29.86,34.294,82.004,10.9,3761.166,797.707,9727.66,45865.635,21426.526,28367.793,214.06,3761.166,1757.061,3.013,28.019,363.125,393.88,20.302,16.332,1.633,2303.775,28093.447,1.751,29.458,-9.22,-6.172,4.906,9.091
2019,"türkiye, republic of",15.013,1.974,1326.981,30.733,1533.458,-206.477,-4.782,-127.888,-2.962,1398.531,32.39,35.515,83.155,13.7,4317.81,760.388,9144.221,51924.837,21302.9,28204.118,243.745,4317.81,1771.443,0.819,26.39,418.236,440.5,11.836,15.177,1.837,2350.308,28264.18,1.686,24.878,-4.98,-5.012,6.548,5.279
2020,"türkiye, republic of",-31.085,-4.335,1512.18,29.953,1750.531,-238.351,-4.721,-146.949,-2.911,1991.449,39.446,34.674,83.614,13.1,5048.568,717.114,8576.486,60379.458,21579.989,28570.972,279.794,5048.568,1804.389,1.86,27.068,469.591,504.81,14.599,12.279,2.111,2391.489,28601.538,1.719,31.341,9.661,6.774,-5.507,-14.624
2021,"türkiye, republic of",-6.433,-0.796,2048.721,28.234,2269.956,-221.235,-3.049,-89.503,-1.233,2930.307,40.384,31.283,84.68,12.0,7256.142,807.893,9540.539,85688.967,23745.872,31438.507,360.858,7256.142,2010.8,11.439,30.605,561.614,686.95,36.081,19.596,2.726,2662.213,31438.507,1.713,31.404,-1.406,1.653,21.368,25.056
2022,"türkiye, republic of",-45.799,-5.056,3935.106,26.213,4103.04,-167.933,-1.119,7.09,0.047,4623.984,30.802,27.332,85.28,10.4,15011.776,905.8,10621.485,176029.268,24883.521,32944.704,707.413,15011.776,2122.067,5.533,30.028,967.711,1128.45,64.27,72.309,4.988,3009.826,35293.462,1.747,35.04,7.89,8.568,3.132,9.932
2023,"türkiye, republic of",-45.009,-3.983,7399.774,27.876,8807.923,-1408.149,-5.305,-942.319,-3.55,7768.281,29.264,33.18,85.372,9.4,26545.722,1129.974,13235.882,310941.782,26127.173,34591.247,1190.109,26545.722,2230.529,5.111,26.574,1488.914,1859.38,64.773,53.859,8.099,3277.512,38390.949,1.779,29.964,11.542,11.791,0.405,-2.836
2024,"türkiye, republic of",-29.052,-2.161,12757.016,29.154,15028.061,-2271.045,-5.19,-1214.106,-2.775,11039.24,25.228,34.344,85.811,9.255,43757.823,1344.318,15665.943,509929.612,26775.342,35449.394,1904.475,43757.823,2297.632,3.008,23.248,2395.908,2658.913,43.0,60.916,12.659,3456.771,40283.307,1.777,25.574,0.663,0.663,2.804,3.748
2015,ukraine,1.565,1.721,832.875,41.884,855.939,-23.064,-1.16,59.725,3.003,1577.524,79.331,43.043,42.591,9.143,1988.544,90.922,2134.773,46689.41,54671.957,15718.918,85.399,1988.544,2328.528,-9.773,17.655,56303884.05,60748059.08,43.313,48.684,4.315,460.806,10819.353,0.41,15.933,-28.524,-28.524,-11.55,-11.55
2016,ukraine,-1.394,-1.493,914.217,38.326,972.88,-58.663,-2.459,39.024,1.636,1896.673,79.513,40.785,42.415,9.45,2385.367,93.349,2200.851,56238.892,56238.892,16169.432,100.0,2385.367,2385.367,2.441,20.231,64137482.21,68257399.3,12.361,13.913,5.006,476.54,11235.198,0.407,21.724,8.325,8.325,-3.371,-3.371
2017,ukraine,-2.446,-2.183,1172.027,39.314,1242.277,-70.25,-2.356,41.446,1.39,2135.162,71.62,41.67,42.217,9.65,2981.227,112.064,2654.483,70617.077,57836.235,16628.69,122.098,2981.227,2441.661,2.36,17.782,73401082.84,77587328.49,13.669,14.443,6.004,496.522,11761.234,0.401,19.965,16.536,16.536,7.885,7.885
2018,ukraine,-4.284,-3.271,1416.922,39.798,1492.532,-75.61,-2.124,41.327,1.161,2150.72,60.408,41.921,41.984,9.0,3560.302,130.959,3119.301,84802.208,60186.232,17304.345,140.9,3560.302,2526.835,3.488,15.317,81436069.32,85173122.12,9.777,10.947,6.628,537.198,12795.435,0.408,18.588,8.5,8.5,1.895,1.895
2019,ukraine,-4.208,-2.73,1567.842,39.421,1650.654,-82.812,-2.082,37.966,0.955,2013.108,50.616,41.503,41.733,8.5,3977.198,154.14,3693.498,95301.489,62485.164,17965.319,152.519,3977.198,2607.681,3.2,12.16,87857948.11,88625805.75,4.054,7.886,6.58,604.396,14482.52,0.433,14.89,7.182,7.182,6.442,6.442
2020,ukraine,5.172,3.303,1675.391,39.682,1925.251,-249.86,-5.918,-127.663,-3.024,2558.177,60.591,45.6,41.419,9.15,4222.026,156.579,3780.393,101935.261,60596.298,17422.245,168.22,4222.026,2509.82,-3.753,12.235,90264859.78,93050297.99,4.992,2.74,6.435,656.106,15840.806,0.472,8.932,-3.356,-3.356,11.285,11.285
2021,ukraine,-3.882,-1.942,1990.431,36.516,2206.92,-216.489,-3.972,-61.501,-1.128,2666.816,48.925,40.488,40.998,9.835,5450.849,199.868,4875.094,132954.995,63327.916,18207.621,209.947,5450.849,2596.299,3.446,12.525,98714214.84,102369595.8,10.015,9.361,7.302,746.471,18207.621,0.48,14.467,17.016,17.016,35.09,35.09
2022,ukraine,7.972,4.955,2608.679,49.792,3426.064,-817.385,-15.602,-655.27,-12.507,4071.883,77.721,65.394,34.511,24.528,5239.114,160.874,4661.561,151811.222,53596.108,15409.597,283.25,5239.114,1849.64,-28.759,17.069,118637447.4,129603229.2,26.603,20.183,9.196,569.71,16508.208,0.331,12.113,-24.078,-24.078,-43.747,-43.747
2023,ukraine,-9.655,-5.414,3583.252,54.808,4865.182,-1281.931,-19.608,-1028.017,-15.724,5382.525,82.329,74.416,34.026,19.072,6537.825,178.34,5241.316,192143.501,57254.322,16461.382,335.597,6537.825,1948.121,5.324,9.717,133883456.6,136192003.2,5.084,12.851,10.517,621.637,18269.595,0.337,15.131,21.499,21.499,-15.376,-15.376
2024,ukraine,-14.946,-8.118,3402.084,45.109,4815.273,-1413.189,-18.738,-1031.912,-13.682,7209.485,95.592,63.847,33.443,14.199,7541.944,184.099,5504.886,225517.975,59999.961,17250.79,375.864,7541.944,2006.564,3.0,9.124,141696345.6,148450629.3,9.001,5.836,11.504,655.583,19603.124,0.337,17.275,14.134,14.134,15.693,15.693
2015,uruguay,-0.147,-0.253,420.803,26.494,450.296,-29.493,-1.857,3.913,0.246,917.39,57.76,28.351,3.467,7.525,1588.292,58.218,16791.911,458109.933,491760.356,28206.261,93.157,1588.292,1704.96,0.371,19.139,55.938,57.48,9.444,8.66,21.11,75.24,21701.337,0.067,19.392,-5.247,-8.171,-8.95,-7.788
2016,uruguay,0.474,0.824,467.885,26.987,514.374,-46.489,-2.681,-4.491,-0.259,977.861,56.401,29.668,3.48,7.867,1733.77,57.58,16544.81,498178.022,498178.022,28574.364,100.0,1733.77,1733.77,1.69,18.213,61.33,62.13,8.09,9.64,22.447,77.238,22193.45,0.066,17.389,-10.107,-10.248,-3.771,-6.048
2017,uruguay,0.007,0.011,507.366,27.217,554.161,-46.795,-2.51,-2.897,-0.155,1040.578,55.821,29.727,3.493,7.925,1864.14,65.068,18626.981,533647.478,504964.362,28963.613,105.68,1864.14,1763.944,1.74,15.935,65.146,66.2,6.551,6.222,23.305,79.99,22898.651,0.065,15.924,3.077,3.941,1.666,3.531
2018,uruguay,-0.301,-0.46,571.291,28.455,609.188,-37.897,-1.888,10.375,0.517,1162.255,57.889,30.342,3.506,8.367,2007.722,65.37,18645.281,572655.634,503951.116,28905.496,113.633,2007.722,1766.845,0.164,14.393,70.101,71.47,7.961,7.606,24.254,82.78,23611.196,0.063,14.853,-2.483,0.259,3.912,0.342
2019,uruguay,0.767,1.232,611.186,27.861,670.72,-59.534,-2.714,-10.758,-0.49,1308.04,59.628,30.575,3.519,8.925,2193.673,62.23,17686.109,623458.938,506814.665,29069.742,123.015,2193.673,1783.254,0.929,15.353,75.627,77.76,8.801,7.883,25.045,87.589,24893.528,0.063,14.121,-5.628,-3.111,-0.399,-2.288
2020,uruguay,-0.393,-0.733,632.874,28.068,737.922,-105.048,-4.659,-47.457,-2.105,1535.063,68.08,32.727,3.531,10.35,2254.794,53.666,15198.839,638586.839,467768.087,26830.119,136.518,2254.794,1651.648,-7.38,15.7,83.003,85.07,9.401,9.754,25.734,87.618,24814.452,0.063,16.433,-3.729,-12.204,-15.28,-18.165
2021,uruguay,-1.5,-2.469,729.143,27.553,798.801,-69.658,-2.632,-16.911,-0.639,1695.184,64.058,30.185,3.543,9.375,2646.326,60.762,17149.709,746911.277,492095.754,28225.499,151.782,2646.326,1743.508,5.562,15.808,89.436,91.85,7.97,7.75,26.462,100.004,28225.499,0.064,18.277,22.164,17.593,33.266,25.829
2022,uruguay,-2.75,-3.919,798.415,27.641,871.994,-73.579,-2.547,-14.848,-0.514,1742.0,60.308,30.188,3.555,7.867,2888.512,70.165,19737.342,812540.335,513537.423,29455.345,158.224,2888.512,1825.582,4.707,14.998,97.58,99.47,8.296,9.106,25.75,112.177,31555.332,0.065,18.917,7.134,12.545,-2.099,1.768
2023,uruguay,-2.912,-3.77,830.182,27.686,922.429,-92.247,-3.076,-27.801,-0.927,1934.047,64.498,30.762,3.567,8.325,2998.593,77.241,21656.979,840754.624,513743.323,29467.154,163.653,2998.593,1832.291,0.367,13.485,103.304,104.55,5.107,5.866,25.708,116.64,32703.997,0.063,17.255,1.316,1.956,-6.994,-3.88
2024,uruguay,-2.265,-2.746,932.051,28.526,1029.739,-97.688,-2.99,-22.566,-0.691,2114.646,64.719,31.516,3.578,8.358,3267.405,82.482,23053.261,913219.55,528393.278,30307.443,172.83,3267.405,1890.536,3.179,13.692,108.353,110.196,5.4,4.887,26.516,123.223,34440.195,0.063,16.438,7.412,1.302,11.014,8.267
2015,united states,-408.454,-2.233,5763.188,31.501,6408.912,-645.724,-3.53,-309.684,-1.693,19147.715,104.661,35.031,320.926,5.275,18295.0,18295.0,57006.926,57006.926,58579.252,64537.726,97.316,18295.0,18799.6,2.946,19.611,237.002,237.763,0.695,0.121,1.0,18295.0,57006.926,16.266,21.415,5.787,5.191,-0.334,0.32
2016,united states,-396.216,-2.107,5825.138,30.977,6644.348,-819.21,-4.356,-446.429,-2.374,20042.555,106.582,35.333,323.221,4.875,18804.9,18804.9,58179.697,58179.697,59221.632,65245.446,98.241,18804.9,19141.675,1.82,18.472,240.005,242.987,2.197,1.267,1.0,18804.9,58179.697,16.056,20.888,1.107,1.458,0.647,0.474
2017,united states,-367.615,-1.874,5962.055,30.4,6902.297,-940.242,-4.794,-545.455,-2.781,20696.469,105.529,35.194,325.28,4.358,19612.1,19612.1,60292.978,60292.978,60292.978,66425.767,100.0,19612.1,19612.1,2.458,18.882,245.121,248.28,2.178,2.131,1.0,19612.1,60292.978,15.853,21.156,4.476,4.71,4.136,4.115
2018,united states,-439.849,-2.129,6199.948,30.014,7301.946,-1101.998,-5.335,-640.578,-3.101,22070.954,106.847,35.349,327.023,3.892,20656.525,20656.525,63165.278,63165.278,61750.7,68031.763,102.291,20656.525,20193.925,2.967,19.126,251.1,253.048,1.921,2.439,1.0,20656.525,63165.278,15.698,21.569,5.133,4.038,4.233,2.854
2019,united states,-441.752,-2.051,6464.292,30.011,7713.632,-1249.34,-5.8,-758.572,-3.522,23264.016,108.004,35.811,328.547,3.675,21539.975,21539.975,65561.32,65561.32,63052.318,69465.777,103.979,21539.975,20715.65,2.584,19.329,255.653,258.328,2.086,1.813,1.0,21539.975,65561.32,15.448,21.67,0.533,1.176,0.172,0.533
2020,united states,-601.201,-2.815,6544.24,30.646,9517.118,-2972.878,-13.922,-2535.526,-11.874,28151.459,131.831,44.568,331.269,8.092,21354.125,21354.125,64461.618,64461.618,61181.654,67404.835,105.361,21354.125,20267.575,-2.163,18.232,258.846,262.36,1.561,1.249,1.0,21354.125,64461.618,15.349,21.419,-5.875,-8.979,-10.052,-13.127
2021,united states,-867.98,-3.665,7477.604,31.576,10088.028,-2610.424,-11.023,-2068.487,-8.735,29488.775,124.524,42.599,332.33,5.35,23681.175,23681.175,71257.958,71257.958,64679.035,71257.958,110.172,23681.175,21494.8,6.055,17.613,270.966,281.753,7.392,4.682,1.0,23681.175,71257.958,15.234,21.333,14.467,14.671,7.697,6.477
2022,united states,-1012.098,-3.892,8422.249,32.385,9442.691,-1020.442,-3.924,-287.873,-1.107,30848.664,118.617,36.308,333.508,3.633,26006.9,26006.9,77979.858,77979.858,66069.946,72790.347,118.026,26006.9,22034.85,2.512,18.315,292.621,299.822,6.413,7.992,1.0,26006.9,77979.858,15.097,21.95,6.731,8.593,5.913,7.513
2023,united states,-905.376,-3.266,8097.379,29.211,10056.711,-1959.332,-7.068,-994.987,-3.589,32911.523,118.725,36.279,335.135,3.625,27720.725,27720.725,82715.1,82715.1,67647.59,74528.463,122.274,27720.725,22671.075,2.887,17.355,304.701,309.544,3.243,4.128,1.0,27720.725,82715.1,15.045,21.541,-1.814,-1.172,2.259,2.764
2024,united states,-948.64,-3.252,8720.197,29.897,10945.48,-2225.283,-7.629,-1073.108,-3.679,35294.556,121.005,37.526,336.805,4.081,29167.779,29167.779,86601.28,86601.28,69173.248,76209.306,125.195,29167.779,23297.924,2.765,17.911,313.803,316.66,2.299,2.987,1.0,29167.779,86601.28,14.991,21.813,4.389,4.705,2.44,2.729
2015,"uzbekistan, republic of",0.896,1.046,53765.25,24.29,54378.986,-613.736,-0.277,-892.236,-0.403,22183.242,10.022,24.567,31.023,5.153,221350.906,85.662,2761.29,7135173.042,17009557.9,7463.463,41.948,221350.906,527679.01,7.219,25.744,53.119,55.365,8.427,8.464,1011.162,218.907,7056.407,0.195,24.698,8.275,11.868,2.716,2.12
2016,"uzbekistan, republic of",0.213,0.249,61321.7,24.008,59522.75,1798.95,0.704,1421.207,0.556,20918.942,8.19,23.304,31.575,5.163,255421.862,85.658,2712.808,8089293.27,17703132.65,7767.791,45.694,255421.862,558981.724,5.932,24.343,57.805,60.791,9.801,8.824,1091.095,234.097,7413.922,0.2,24.094,0.038,-1.394,10.196,4.349
2017,"uzbekistan, republic of",1.478,2.12,74609.85,20.931,70889.004,3720.846,1.044,2947.054,0.827,61536.541,17.264,19.887,32.121,5.83,356453.841,69.703,2170.054,11097393.9,18167541.18,7971.564,61.084,356453.841,583550.506,4.395,26.34,65.826,72.209,18.782,13.876,1432.907,248.763,7744.67,0.201,24.22,2.409,3.476,14.035,14.776
2018,"uzbekistan, republic of",-3.593,-6.122,112903.247,23.837,105141.44,7761.807,1.639,6018.036,1.271,82678.072,17.455,22.198,32.657,9.347,473652.893,58.696,1797.362,14504003.57,18862629.14,8276.555,76.893,473652.893,615991.221,5.559,30.322,77.362,82.509,14.265,17.524,1799.892,263.156,8058.262,0.2,36.443,40.206,39.248,9.482,11.76
